# Server / Fusion Coverage Audit
Generated: 2026-09-23
Mode: local runtime foundation audit. Dashboard, matching, workers, and UI copy remain out of scope.

## A. Local Server Registry
| code | displayName | host | numericId | aliases | releaseDate | type | region | active |
| PT7 | PT 7 | s7.sfgame.com.pt | 275 | s7_pt, s7pt |  | origin | PT | false |
| PT8 | PT 8 | s8.sfgame.com.pt | 291 | s8_pt, s8pt |  | origin | PT | false |
| RO1 | RO 1 | s1.sfgame.ro | 193 | s1_ro, s1ro |  | origin | RO | false |
| RTL | RTL | rtl.sfgame.de | 164 |  |  | origin | DE | false |
| RTL2 | RTL 2 | rtl2.sfgame.de | 4 |  |  | origin | DE | false |
| RU1 | RU 1 | s1.sfgame.ru | 70 | s1_ru, s1ru |  | origin | RU | false |
| SE1 | SE 1 | s1.sfgame.se | 72 | s1_se, s1se |  | origin | SE | false |
| SE2 | SE 2 | s2.sfgame.se | 172 | s2_se, s2se |  | origin | SE | false |
| SEVENGAMES | SEVENGAMES | sevengames.sfgame.de | 89 |  |  | origin | DE | false |
| SK1 | SK 1 | s1.sfgame.sk | 247 | s1_sk, s1sk |  | origin | SK | false |
| SK2 | SK 2 | s2.sfgame.sk | 296 | s2_sk, s2sk |  | origin | SK | false |
| SK3 | SK 3 | s3.sfgame.sk | 319 | s3_sk, s3sk |  | origin | SK | false |
| SPEED | SPEED | speed.sfgame.net | 440 |  |  | origin | XX | true |
| STUMBLESTEPPE | Stumble Steppe | stumblesteppe.sfgame.net | 560 | stumblesteppe_net, stumblesteppenet, STUMPLESTEPPE, stumplesteppe_net |  | named | Fusion | true |
| TR1 | TR 1 | s1.sfgame.web.tr | 71 | s1_tr, s1tr |  | origin | TR | false |
| TR2 | TR 2 | s2.sfgame.web.tr | 78 | s2_tr, s2tr |  | origin | TR | false |
| TR3 | TR 3 | s3.sfgame.web.tr | 94 | s3_tr, s3tr |  | origin | TR | false |
| TR4 | TR 4 | s4.sfgame.web.tr | 200 | s4_tr, s4tr |  | origin | TR | false |
| TR5 | TR 5 | s5.sfgame.web.tr | 260 | s5_tr, s5tr |  | origin | TR | false |
| TR6 | TR 6 | s6.sfgame.web.tr | 295 | s6_tr, s6tr |  | origin | TR | false |
| TV2 | TV 2 | tv2.sfgame.dk | 201 |  |  | origin | DK | false |
| UK1 | UK 1 | s1.sfgame.co.uk | 16 | s1_uk, s1uk |  | origin | UK | false |
| UK2 | UK 2 | s2.sfgame.co.uk | 182 | s2_uk, s2uk |  | origin | UK | false |
| US1 | US 1 | s1.sfgame.us | 10 | s1_us, s1us |  | origin | US | false |
| US2 | US 2 | s2.sfgame.us | 33 | s2_us, s2us |  | origin | US | false |
| US3 | US 3 | s3.sfgame.us | 66 | s3_us, s3us |  | origin | US | false |
| US4 | US 4 | s4.sfgame.us | 117 | s4_us, s4us |  | origin | US | false |
| US5 | US 5 | s5.sfgame.us | 133 | s5_us, s5us |  | origin | US | false |
| US6 | US 6 | s6.sfgame.us | 144 | s6_us, s6us |  | origin | US | false |
| US7 | US 7 | s7.sfgame.us | 154 | s7_us, s7us |  | origin | US | false |
| US8 | US 8 | s8.sfgame.us | 211 | s8_us, s8us |  | origin | US | false |
| US9 | US 9 | s9.sfgame.us | 251 | s9_us, s9us |  | origin | US | false |
| US10 | US 10 | s10.sfgame.us | 286 | s10_us, s10us |  | origin | US | false |
| W1 | World 1 | w1.sfgame.net | 344 | w1_xx, w1xx, INT1 |  | origin | International | false |
| W2 | World 2 | w2.sfgame.net | 345 | w2_xx, w2xx, INT2 |  | origin | International | false |
| W3 | World 3 | w3.sfgame.net | 346 | w3_xx, w3xx, INT3 |  | origin | International | false |
| W4 | World 4 | w4.sfgame.net | 352 | w4_xx, w4xx, INT4 |  | origin | International | false |
| W5 | World 5 | w5.sfgame.net | 353 | w5_xx, w5xx, INT5 |  | origin | International | false |
| W6 | World 6 | w6.sfgame.net | 354 | w6_xx, w6xx, INT6 |  | origin | International | false |
| W7 | World 7 | w7.sfgame.net | 355 | w7_xx, w7xx, INT7 |  | origin | International | false |
| W8 | World 8 | w8.sfgame.net | 356 | w8_xx, w8xx, INT8 |  | origin | International | false |
| W9 | World 9 | w9.sfgame.net | 357 | w9_xx, w9xx, INT9 |  | origin | International | false |
| W10 | World 10 | w10.sfgame.net | 358 | w10_xx, w10xx, INT10 |  | origin | International | false |
| W11 | World 11 | w11.sfgame.net | 360 | w11_xx, w11xx, INT11 |  | origin | International | false |
| W12 | World 12 | w12.sfgame.net | 361 | w12_xx, w12xx, INT12 |  | origin | International | false |
| W13 | World 13 | w13.sfgame.net | 362 | w13_xx, w13xx, INT13 |  | origin | International | false |
| W14 | World 14 | w14.sfgame.net | 363 | w14_xx, w14xx, INT14 |  | origin | International | false |
| W15 | World 15 | w15.sfgame.net | 367 | w15_xx, w15xx, INT15 |  | origin | International | false |
| W16 | World 16 | w16.sfgame.net | 368 | w16_xx, w16xx, INT16 |  | origin | International | false |
| W17 | World 17 | w17.sfgame.net | 371 | w17_xx, w17xx, INT17 |  | origin | International | false |
| W18 | World 18 | w18.sfgame.net | 374 | w18_xx, w18xx, INT18 |  | origin | International | false |
| W19 | World 19 | w19.sfgame.net | 376 | w19_xx, w19xx, INT19 |  | origin | International | false |
| W20 | World 20 | w20.sfgame.net | 378 | w20_xx, w20xx, INT20 |  | origin | International | false |
| W21 | World 21 | w21.sfgame.net | 379 | w21_xx, w21xx, INT21 |  | origin | International | false |
| W22 | World 22 | w22.sfgame.net | 380 | w22_xx, w22xx, INT22 |  | origin | International | false |
| W23 | World 23 | w23.sfgame.net | 381 | w23_xx, w23xx, INT23 |  | origin | International | false |
| W24 | World 24 | w24.sfgame.net | 382 | w24_xx, w24xx, INT24 |  | origin | International | false |
| W25 | World 25 | w25.sfgame.net | 384 | w25_xx, w25xx, INT25 |  | origin | International | false |
| W26 | World 26 | w26.sfgame.net | 386 | w26_xx, w26xx, INT26 |  | origin | International | false |
| W27 | World 27 | w27.sfgame.net | 387 | w27_xx, w27xx, INT27 |  | origin | International | false |
| W28 | World 28 | w28.sfgame.net | 390 | w28_xx, w28xx, INT28 |  | origin | International | false |
| W30 | World 30 | w30.sfgame.net | 391 | w30_xx, w30xx, INT30 |  | origin | International | false |
| W31 | World 31 | w31.sfgame.net | 392 | w31_xx, w31xx, INT31 |  | origin | International | false |
| W32 | World 32 | w32.sfgame.net | 397 | w32_xx, w32xx, INT32 |  | origin | International | false |
| W33 | World 33 | w33.sfgame.net | 399 | w33_xx, w33xx, INT33 |  | origin | International | false |
| W34 | World 34 | w34.sfgame.net | 400 | w34_xx, w34xx, INT34 |  | origin | International | false |
| W35 | World 35 | w35.sfgame.net | 404 | w35_xx, w35xx, INT35 |  | origin | International | false |
| W36 | World 36 | w36.sfgame.net | 409 | w36_xx, w36xx, INT36 |  | origin | International | false |
| W37 | World 37 | w37.sfgame.net | 410 | w37_xx, w37xx, INT37 |  | origin | International | false |
| W38 | World 38 | w38.sfgame.net | 411 | w38_xx, w38xx, INT38 |  | origin | International | false |
| W39 | World 39 | w39.sfgame.net | 413 | w39_xx, w39xx, INT39 |  | origin | International | false |
| W40 | World 40 | w40.sfgame.net | 420 | w40_xx, w40xx, INT40 |  | origin | International | false |
| W41 | World 41 | w41.sfgame.net | 422 | w41_xx, w41xx, INT41 |  | origin | International | false |
| W42 | World 42 | w42.sfgame.net | 423 | w42_xx, w42xx, INT42 |  | origin | International | false |
| W43 | World 43 | w43.sfgame.net | 424 | w43_xx, w43xx, INT43 |  | origin | International | false |
| W44 | World 44 | w44.sfgame.net | 431 | w44_xx, w44xx, INT44 |  | origin | International | false |
| W45 | World 45 | w45.sfgame.net | 432 | w45_xx, w45xx, INT45 |  | origin | International | false |
| W46 | World 46 | w46.sfgame.net | 433 | w46_xx, w46xx, INT46 |  | origin | International | false |
| W47 | World 47 | w47.sfgame.net | 434 | w47_xx, w47xx, INT47 |  | origin | International | false |
| W48 | World 48 | w48.sfgame.net | 435 | w48_xx, w48xx, INT48 |  | origin | International | false |
| W49 | World 49 | w49.sfgame.net | 436 | w49_xx, w49xx, INT49 |  | origin | International | false |
| W50 | World 50 | w50.sfgame.net | 438 | w50_xx, w50xx, INT50 |  | origin | International | false |
| W51 | World 51 | w51.sfgame.net | 439 | w51_xx, w51xx, INT51 |  | origin | International | false |
| W52 | World 52 | w52.sfgame.net | 445 | w52_xx, w52xx, INT52 |  | origin | International | false |
| W53 | World 53 | w53.sfgame.net | 446 | w53_xx, w53xx, INT53 |  | origin | International | false |
| W54 | World 54 | w54.sfgame.net | 447 | w54_xx, w54xx, INT54 |  | origin | International | false |
| W55 | World 55 | w55.sfgame.net | 448 | w55_xx, w55xx, INT55 |  | origin | International | false |
| W56 | World 56 | w56.sfgame.net | 451 | w56_xx, w56xx, INT56 |  | origin | International | false |
| W57 | World 57 | w57.sfgame.net | 453 | w57_xx, w57xx, INT57 |  | origin | International | false |
| W58 | World 58 | w58.sfgame.net | 454 | w58_xx, w58xx, INT58 |  | origin | International | false |
| W59 | World 59 | w59.sfgame.net | 455 | w59_xx, w59xx, INT59 |  | origin | International | false |
| W60 | World 60 | w60.sfgame.net | 456 | w60_xx, w60xx, INT60 |  | origin | International | false |
| WP | WP | wp.sfgame.pl | 47 |  |  | origin | PL | false |
| XCHAR | XCHAR | xchar.sfgame.de | 7 |  |  | origin | DE | false |

Local registry coverage: 363 servers; releaseDate known for 4; numericId known for 363.

## B. Local Fusion Events
| event | origins | target | effectiveDate | compensationPolicy |
| --- | --- | --- | --- | --- |
| fusion-blackforest | F7, F10, F13 | BLACKFOREST | 2026-05-08 | unknown |
| fusion-f1 | BR1, BR2, CA1, CL1, CL2, MX1, US1, US2, US3, US4, US5, US6, US7, US8, US9, US10 | F1 | 2023-07-26 | none |
| fusion-f2 | AE1, AE2, DK1, DK2, IN1, JP1, NL1, NL2, NL3, RO1, RU1, SE1, SE2, TV2, UK1, UK2 | F2 | 2023-09-08 | none |
| fusion-f3 | IT1, IT2, IT3, IT4, IT5, IT6, IT7, IT8 | F3 | 2023-10-13 | none |
| fusion-f4 | 123PLAYGAMES, GR1, GR2, GR3, GR4, GR5, GR6, PT1, PT2, PT3, PT4, PT5, PT6, PT7, PT8, TR1, TR2, TR3, TR4, TR5, TR6 | F4 | 2023-10-20 | none |
| fusion-f5 | ES1, ES2, ES3, ES4, ES5, ES6, ES7, ES8, ES9, ES10, ES11, ES12, MINIJUEGOS | F5 | 2023-10-27 | none |
| fusion-f6 | FR1, FR2, FR3, FR4, FR5, FR6, FR7, FR8, FR9, FR10, FR11, FR12, FR13 | F6 | 2023-11-10 | none |
| fusion-f7 | PL7, PL8, PL9, PL10, PL11, PL12, PL13, PL14, PL15, PL16, PL17 | F7 | 2023-12-08 | none |
| fusion-f8 | DE5, DE6, DE7, DE8, DE9, DE10, DE11, DE12 | F8 | 2024-01-12 | none |
| fusion-f9 | DE25, DE26, DE27, DE28, DE29, DE30, DE31, DE32, DE33, DE34, DE35, DE36, DE37 | F9 | 2024-01-19 | none |
| fusion-f10 | PL18, PL19, PL20, PL21, PL22, PL23, PL24, PL25, PL26, PL27, PL28, PL29, PL30, PL31, PL32, PL33 | F10 | 2024-01-26 | none |
| fusion-f11 | DE13, DE14, DE15, DE16, DE17, DE18, DE19, DE20, DE21, DE22, DE23, DE24, RTL, SEVENGAMES | F11 | 2024-01-26 | none |
| fusion-f12 | W1, W2, W3, W4, W5 | F12 | 2024-01-26 | none |
| fusion-f13 | PL1, PL2, PL3, PL4, PL5, PL6, WP | F13 | 2024-02-02 | none |
| fusion-f14 | W15, W16, W17, W18, W19, W20, W21 | F14 | 2024-02-02 | none |
| fusion-f15 | CZ17, CZ18, CZ19, CZ20, CZ21, CZ22, CZ23, CZ24, CZ25, CZ26, CZ27, CZ28, SK2, SK3 | F15 | 2024-02-02 | none |
| fusion-f16 | CZ6, CZ7, CZ8, CZ9, CZ10, CZ11, CZ12, CZ13, CZ14, CZ15, CZ16, SK1 | F16 | 2024-02-09 | none |
| fusion-f17 | BUFFED, DE1, DE2, DE3, DE4, GAMONA, INGAME, RTL2, XCHAR | F17 | 2024-02-09 | none |
| fusion-f18 | CZ1, CZ2, CZ3, CZ4, CZ5 | F18 | 2024-02-09 | none |
| fusion-f19 | HU1, HU2, HU3, HU4, HU5, HU6, HU7, HU8, HU9, HU10, HU11, HU12, HU13, HU14, HU15 | F19 | 2024-02-16 | none |
| fusion-f20 | CZ29, HU16, PL34, W6, W7, W8, W9, W10, W11, W12, W13, W14 | F20 | 2024-02-16 | none |
| fusion-f21 | CZ30, DE38, PL35, W22, W23, W24, W25, W26, W27, W28, W30 | F21 | 2024-02-16 | none |
| fusion-f22 | CZ31, CZ32, DE39, DE40, HU17, PL36, PL37, W31, W32, W33, W34, W35, W36, W37 | F22 | 2024-03-15 | none |
| fusion-f23 | CZ33, CZ34, DE41, DE42, FR14, FR15, HU18, HU19, PL38, PL39, W38, W39, W40, W41, W42, W43, W44, W45 | F23 | 2024-10-11 | none |
| fusion-f24 | W46, W47, W48, W49, W50 | F24 | 2025-02-07 | unknown |
| fusion-f25 | CZ35, DE43, HU20, PL40, W51, W52 | F25 | 2025-02-07 | unknown |
| fusion-f26 | W53, W54, W55, W56 | F26 | 2025-03-07 | unknown |
| fusion-f27 | W57, W58, W59, W60 | F27 | 2025-08-01 | unknown |
| fusion-f28 | EU1, EU2, EU3, EU4 | F28 | 2026-02-06 | levelGoldV1 |
| fusion-f29 | EU5, EU6, EU7, EU8 | F29 | 2026-10-16 | unknown |
| fusion-gnarogrim | F15, F16, F18 | GNAROGRIM | 2026-06-05 | unknown |
| fusion-maerwynn | F1, F2, F3, F4, F5 | MAERWYNN | 2025-04-25 | none |
| fusion-stumblesteppe | F6, F12, F20 | STUMBLESTEPPE | 2026-07-10 | unknown |

Local fusion coverage: 33 multi-origin events; future events: fusion-f29; unknown compensation policies: 8; missing effective dates: none.

## C. Local Graph Validation
| check | result |
| --- | --- |
| duplicate codes | none |
| duplicate hosts | none |
| duplicate numeric IDs | none |
| schema/graph issues | none |

## D. F28 / EU Hardcode Audit
| file | line | hardcode type | needs refactor? | context |
| --- | --- | --- | --- | --- |
| src/data/serverFusions.ts | 3 | fixture/local registry | no/implied by context | export type LocalServerFusionCompensationPolicy = "none" \| "levelGoldV1" \| "unknown"; |
| src/data/serverFusions.ts | 10 | fixture/local registry | no/implied by context | compensationPolicy: LocalServerFusionCompensationPolicy; |
| src/data/serverFusions.ts | 25 | fixture/local registry | no/implied by context | compensationPolicy: "unknown", |
| src/data/serverFusions.ts | 32 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 39 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 46 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 53 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 60 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 67 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 74 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 81 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 88 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 95 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 102 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 109 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 116 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 123 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 130 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 137 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 144 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 151 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 158 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 165 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 172 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 179 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 186 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 193 | fixture/local registry | no/implied by context | compensationPolicy: "unknown", |
| src/data/serverFusions.ts | 200 | fixture/local registry | no/implied by context | compensationPolicy: "unknown", |
| src/data/serverFusions.ts | 207 | fixture/local registry | no/implied by context | compensationPolicy: "unknown", |
| src/data/serverFusions.ts | 214 | fixture/local registry | no/implied by context | compensationPolicy: "unknown", |
| src/data/serverFusions.ts | 218 | fixture/local registry | no/implied by context | origins: ["EU1", "EU2", "EU3", "EU4"], |
| src/data/serverFusions.ts | 219 | fixture/local registry | no/implied by context | target: "F28", |
| src/data/serverFusions.ts | 221 | fixture/local registry | no/implied by context | compensationPolicy: "levelGoldV1", |
| src/data/serverFusions.ts | 228 | fixture/local registry | no/implied by context | compensationPolicy: "unknown", |
| src/data/serverFusions.ts | 235 | fixture/local registry | no/implied by context | compensationPolicy: "unknown", |
| src/data/serverFusions.ts | 242 | fixture/local registry | no/implied by context | compensationPolicy: "none", |
| src/data/serverFusions.ts | 249 | fixture/local registry | no/implied by context | compensationPolicy: "unknown", |
| src/data/serverFusions.ts | 253 | fixture/local registry | no/implied by context | const F28_COMPATIBILITY_EVENT = LOCAL_SERVER_FUSION_EVENTS.find((event) => event.target === "F28")!; |
| src/data/serverFusions.ts | 259 | fixture/local registry | no/implied by context | { from: "EU1", to: "F28", fusionEvent: F28_COMPATIBILITY_EVENT }, |
| src/data/serverFusions.ts | 260 | fixture/local registry | no/implied by context | { from: "EU2", to: "F28", fusionEvent: F28_COMPATIBILITY_EVENT }, |
| src/data/serverFusions.ts | 261 | fixture/local registry | no/implied by context | { from: "EU3", to: "F28", fusionEvent: F28_COMPATIBILITY_EVENT }, |
| src/data/serverFusions.ts | 262 | fixture/local registry | no/implied by context | { from: "EU4", to: "F28", fusionEvent: F28_COMPATIBILITY_EVENT }, |
| src/data/serverRegistry.ts | 1151 | fixture/local registry | no/implied by context | code: "EU1", |
| src/data/serverRegistry.ts | 1163 | fixture/local registry | no/implied by context | code: "EU2", |
| src/data/serverRegistry.ts | 1175 | fixture/local registry | no/implied by context | code: "EU3", |
| src/data/serverRegistry.ts | 1187 | fixture/local registry | no/implied by context | code: "EU4", |
| src/data/serverRegistry.ts | 1793 | fixture/local registry | no/implied by context | code: "F28", |
| src/lib/identities/fusionIdentityManagement.ts | 284 | product scope/copy | yes | const ORIGIN_SERVER_CODES = ["EU1", "EU2", "EU3", "EU4"]; |
| src/lib/identities/fusionIdentityManagement.ts | 285 | product scope/copy | yes | const TARGET_SERVER_CODE = "F28"; |
| src/lib/identities/fusionIdentityManagement.ts | 290 | product scope/copy | yes | label: "EU1-EU4 -> F28", |
| src/lib/identities/playerFusionPreviewAdapter.ts | 56 | product scope/copy | yes | const SUPPORTED_ORIGIN_CODES = new Set(["EU1", "EU2", "EU3", "EU4"]); |
| src/lib/identities/playerFusionPreviewAdapter.ts | 57 | product scope/copy | yes | const SUPPORTED_POST_FUSION_CODE = "F28"; |
| src/pages/Scans/FusionIdentity.tsx | 1404 | product scope/copy | yes | The system compares historical identities from EU1-EU4 with |
| src/pages/Scans/FusionIdentity.tsx | 1405 | product scope/copy | yes | current F28 identities. It collects independent evidence, |
| src/pages/Scans/FusionIdentity.tsx | 2099 | product scope/copy | yes | Current F28 alias |
| tools/identities/currentPlayerDetailRegression.mts | 23 | analysis tool scope | later, if reused | const TARGET_SERVER_CODE = "F28"; |
| tools/identities/fusionAnalysisCache.test.mts | 14 | fixture/local registry | later, if reused | id: "F28", |
| tools/identities/fusionAnalysisCache.test.mts | 15 | fixture/local registry | later, if reused | label: "EU1-EU4 -> F28", |
| tools/identities/fusionAnalysisCache.test.mts | 16 | fixture/local registry | later, if reused | targetServerCode: "F28", |
| tools/identities/fusionAnalysisCache.test.mts | 18 | fixture/local registry | later, if reused | originServerCodes: ["EU1", "EU2", "EU3", "EU4"], |
| tools/identities/fusionCompensationAnalysis.mts | 83 | analysis tool scope | later, if reused | const ORIGIN_SERVER_CODES = ["EU1", "EU2", "EU3", "EU4"] as const; |
| tools/identities/fusionCompensationAnalysis.mts | 85 | analysis tool scope | later, if reused | const TARGET_SERVER_CODE = "F28"; |
| tools/identities/fusionCompensationAnalysis.mts | 89 | analysis tool scope | later, if reused | { bucket: "500-549", EU1: 3, EU2: 6, EU3: 10, EU4: 13 }, |
| tools/identities/fusionCompensationAnalysis.mts | 90 | analysis tool scope | later, if reused | { bucket: "550-599", EU1: 4, EU2: 8, EU3: 11, EU4: 15 }, |
| tools/identities/fusionCompensationAnalysis.mts | 167 | analysis tool scope | later, if reused | mentionsTarget: /F28\|f28_net/.test(source), |
| tools/identities/fusionCompensationAnalysis.mts | 474 | analysis tool scope | later, if reused | line("Main repo serverRegistry/serverFusions currently contains the EU1-EU4 -> F28 relationship but no launchDate metadata."); |
| tools/identities/fusionCompensationAnalysis.mts | 488 | analysis tool scope | later, if reused | line("## E. EU1-EU4 -> F28 Level Compensation Inference"); |
| tools/identities/fusionCompensationAnalysis.mts | 572 | analysis tool scope | later, if reused | line("HardiyDK/f28_net_p4809 is EU1, so inferred compensation is 0: 586 -> 589 remains rawGain=3 and adjustedGain=3."); |
| tools/identities/fusionDashboardInventory.test.mts | 61 | fixture/local registry | later, if reused | const scope = inventory.scopes.find((entry) => entry.scope.targetServerCode === "F28"); |
| tools/identities/fusionDashboardInventory.test.mts | 88 | fixture/local registry | later, if reused | const scope = inventory.scopes.find((entry) => entry.scope.targetServerCode === "F28"); |
| tools/identities/fusionDashboardInventory.test.mts | 90 | fixture/local registry | later, if reused | assert.equal(inventory.coverage.some((entry) => entry.serverCode === "EU1"), true); |
| tools/identities/fusionDashboardInventory.test.mts | 91 | fixture/local registry | later, if reused | assert.equal(inventory.coverage.some((entry) => entry.serverCode === "F28"), true); |
| tools/identities/fusionDashboardInventory.test.mts | 94 | fixture/local registry | later, if reused | assert.equal(scope.coverage.find((entry) => entry.serverCode === "EU1")?.role, "historical-origin"); |
| tools/identities/fusionDashboardInventory.test.mts | 95 | fixture/local registry | later, if reused | assert.equal(scope.coverage.find((entry) => entry.serverCode === "F28")?.role, "current-target"); |
| tools/identities/fusionDashboardInventory.test.mts | 205 | fixture/local registry | later, if reused | assert.equal(scope.relevantSnapshotIds.includes("mixed-foreign-first::F28"), true); |
| tools/identities/fusionDashboardInventory.test.mts | 253 | fixture/local registry | later, if reused | assert.equal(scope.relevantSnapshotIds.includes("all-origins::EU1"), true); |
| tools/identities/fusionDashboardInventory.test.mts | 254 | fixture/local registry | later, if reused | assert.equal(scope.relevantSnapshotIds.includes("all-origins::EU2"), true); |
| tools/identities/fusionDashboardInventory.test.mts | 255 | fixture/local registry | later, if reused | assert.equal(scope.relevantSnapshotIds.includes("all-origins::EU3"), true); |
| tools/identities/fusionDashboardInventory.test.mts | 256 | fixture/local registry | later, if reused | assert.equal(scope.relevantSnapshotIds.includes("all-origins::EU4"), true); |
| tools/identities/fusionIdentityManagement.realScan.mts | 181 | analysis tool scope | later, if reused | const ORIGIN_SERVER_CODES = new Set(["EU1", "EU2", "EU3", "EU4"]); |
Hardcode findings shown: 80 of 289 non-incidental matches.

## E. Existing Firestore `servers` Registry Snapshot
No Firestore snapshot found. Expected optional input: .tmp/sfdatahub-firestore-servers.json

## F. Official sfgame.net Config Snapshot
| target host | target code | target numericId | publish/open time | origin count | origin hosts |
| --- | --- | --- | --- | --- | --- |
| blackforest.sfgame.net | BLACKFOREST | 545 | 2026-05-08 14:00:00 | 3 | f7.sfgame.net, f10.sfgame.net, f13.sfgame.net |
| f1.sfgame.net | F1 | 469 | 2023-07-26 20:00:00 | 16 | s1.sfgame.com.br, s2.sfgame.com.br, s1.sfgame.ca, s1.sfgame.cl, s2.sfgame.cl, s1.sfgame.mx, s1.sfgame.us, s2.sfgame.us, ... (16 total) |
| f2.sfgame.net | F2 | 473 | 2023-09-08 14:00:00 | 16 | s1.sfgame.ae, s2.sfgame.ae, s1.sfgame.dk, s2.sfgame.dk, tv2.sfgame.dk, s1.sfgame.co.uk, s2.sfgame.co.uk, s1.sfgame.in, ... (16 total) |
| f3.sfgame.net | F3 | 474 | 2023-10-13 14:00:00 | 8 | s1.sfgame.it, s2.sfgame.it, s3.sfgame.it, s4.sfgame.it, s5.sfgame.it, s6.sfgame.it, s7.sfgame.it, s8.sfgame.it |
| f4.sfgame.net | F4 | 476 | 2023-10-20 14:00:00 | 21 | s1.sfgame.gr, s2.sfgame.gr, s3.sfgame.gr, s4.sfgame.gr, s5.sfgame.gr, s6.sfgame.gr, 123playgames.sfgame.gr, s1.sfgame.com.pt, ... (21 total) |
| f5.sfgame.net | F5 | 477 | 2023-10-27 14:00:00 | 13 | s1.sfgame.es, s2.sfgame.es, s3.sfgame.es, s4.sfgame.es, s5.sfgame.es, s6.sfgame.es, s7.sfgame.es, s8.sfgame.es, ... (13 total) |
| f6.sfgame.net | F6 | 478 | 2023-11-10 15:00:00 | 13 | s1.sfgame.fr, s2.sfgame.fr, s3.sfgame.fr, s4.sfgame.fr, s5.sfgame.fr, s6.sfgame.fr, s7.sfgame.fr, s8.sfgame.fr, ... (13 total) |
| f7.sfgame.net | F7 | 481 | 2023-12-08 15:00:00 | 11 | s7.sfgame.pl, s8.sfgame.pl, s9.sfgame.pl, s10.sfgame.pl, s11.sfgame.pl, s12.sfgame.pl, s13.sfgame.pl, s14.sfgame.pl, ... (11 total) |
| f8.sfgame.net | F8 | 482 | 2024-01-12 15:00:00 | 8 | s5.sfgame.de, s6.sfgame.de, s7.sfgame.de, s8.sfgame.de, s9.sfgame.de, s10.sfgame.de, s11.sfgame.de, s12.sfgame.de |
| f9.sfgame.net | F9 | 483 | 2024-01-19 15:00:00 | 13 | s25.sfgame.de, s26.sfgame.de, s27.sfgame.de, s28.sfgame.de, s29.sfgame.de, s30.sfgame.de, s31.sfgame.de, s32.sfgame.de, ... (13 total) |
| f10.sfgame.net | F10 | 484 | 2024-01-26 15:00:00 | 16 | s18.sfgame.pl, s19.sfgame.pl, s20.sfgame.pl, s21.sfgame.pl, s22.sfgame.pl, s23.sfgame.pl, s24.sfgame.pl, s25.sfgame.pl, ... (16 total) |
| f11.sfgame.net | F11 | 485 | 2024-01-26 15:00:00 | 14 | s13.sfgame.de, s14.sfgame.de, s15.sfgame.de, s16.sfgame.de, s17.sfgame.de, s18.sfgame.de, s19.sfgame.de, s20.sfgame.de, ... (14 total) |
| f12.sfgame.net | F12 | 486 | 2024-01-26 15:00:00 | 5 | w1.sfgame.net, w2.sfgame.net, w3.sfgame.net, w4.sfgame.net, w5.sfgame.net |
| f13.sfgame.net | F13 | 487 | 2024-02-02 15:00:00 | 7 | s1.sfgame.pl, s2.sfgame.pl, s3.sfgame.pl, s4.sfgame.pl, s5.sfgame.pl, s6.sfgame.pl, wp.sfgame.pl |
| f14.sfgame.net | F14 | 488 | 2024-02-02 15:00:00 | 7 | w15.sfgame.net, w16.sfgame.net, w17.sfgame.net, w18.sfgame.net, w19.sfgame.net, w20.sfgame.net, w21.sfgame.net |
